,InverterTemp,WindSpeed,CoolantTemp,CoolantPressure,RadialVibX,RadialVibY,ActivePower,ReactivePower
2022-12-01 00:00:00,37.36755827897682,11.211127599934477,40.77956723876741,14.512334630705055,0.1854461261372915,0.28534059857935323,18.405325998521825,27.045960817826057
2022-12-01 00:10:00,43.509957247352695,7.924916035696699,36.987689422729154,14.372295937207415,0.1725020917408316,0.30710063808918964,26.027963518263405,31.724492420637347
2022-12-01 00:20:00,41.93247875396266,8.636352640863091,30.627963948508572,16.46703921141444,0.2191588091006722,0.2699887623385262,15.142870502953812,21.64313102657569
2022-12-01 00:30:00,45.59078076127791,8.884982232215691,33.904781930324006,15.082743521216086,0.17894503406652762,0.2636807968082386,11.399405988425759,8.11830915070675
2022-12-01 00:40:00,48.22287491297132,11.001384647858902,30.397737626836424,16.266884861788864,0.16075828741360143,0.18035415325410975,27.38216951518331,33.93858511438668
2022-12-01 00:50:00,30.097039824167886,8.323721262365554,31.377724846655667,16.042285755303666,0.19968679479938795,0.3109944738761041,30.180446783025204,24.601590223799324
2022-12-01 01:00:00,36.515505149126085,13.540160560591495,34.9992262516542,14.886695902142844,0.15662811973882265,0.2504736227674543,27.55402361309014,23.684716543267413
2022-12-01 01:10:00,47.300176469192714,9.094894867606229,33.43980965522404,14.18195109274814,0.2349597332908342,0.19783120364561177,22.591625242888142,20.846901738673246
2022-12-01 01:20:00,38.03244960044849,9.136164545372568,38.39398127386809,14.975983989758967,0.1894921718174879,0.2137347735130494,24.748247615637975,43.828029885562096
2022-12-01 01:30:00,35.620647333562665,8.178478559814309,34.53676190333825,14.854826532092083,0.11178282881165769,0.19131412842879328,28.04678875957487,26.512778479136767
2022-12-01 01:40:00,40.04030013960128,12.328703161087745,37.043750520725034,15.92349451149367,0.1760393807952508,0.2577039490383711,-4.121255077775597,30.192208317684745
2022-12-01 01:50:00,36.72316533641592,10.338811090497323,28.91254774871105,13.808429253286128,0.20841821146769612,0.16814273719609024,2.830613789862838,20.999698140885826
2022-12-01 02:00:00,32.040862643438324,9.223059152485297,29.095073214010778,12.289070872998296,0.20147491786175992,0.1878968510490651,24.828593743201363,34.920982635064554
2022-12-01 02:10:00,42.62695100080615,8.857650976613087,41.43119511234569,13.972942757121608,0.19937301098967938,0.23890237107836299,39.68893885434017,25.192637866227145
2022-12-01 02:20:00,34.890203304304926,13.519284180708738,34.44042968664679,15.63166543717983,0.19273143088881511,0.2596366591745502,38.75064856462779,41.114977801560414
2022-12-01 02:30:00,41.289892974080544,8.824546191829192,32.680465900373825,15.587645159691458,0.1425239420757017,0.22214612556932542,23.973702956645855,27.854760936212223
2022-12-01 02:40:00,36.247234688765516,6.812738466084113,40.76671062946872,12.846944350553787,0.20180116907034076,0.16054036669942745,22.04685360201328,39.95952367679993
2022-12-01 02:50:00,36.5928424875318,10.91997764693495,36.64141262133101,14.543672129247534,0.19913235198376,0.17172301653051741,24.734167125912993,34.16295914528034
2022-12-01 03:00:00,48.379823075701054,10.81662866586436,28.77935059235452,13.763025649367483,0.15468920483656284,0.2819314782311401,40.220291765702285,6.6924654872681195
2022-12-01 03:10:00,35.86004203788056,9.718332258623494,37.226572606524826,16.099506348311234,0.20985912791504063,0.2404995967441862,39.092568388444924,35.85359460764412
