,InverterTemp,WindSpeed,CoolantTemp,CoolantPressure,RadialVibX,RadialVibY,ActivePower,ReactivePower
2022-12-01 00:00:00,39.11276273748506,6.87203729706719,39.3316313406218,14.842365421454788,0.19945426015214476,0.2551356512511833,28.483785257589822,-2.6081271383191797
2022-12-01 00:10:00,37.05186434743373,11.714153524823573,35.29842333267667,16.006020441115286,0.19528849594631256,0.24005810042657938,26.488101203298918,26.683238141484118
2022-12-01 00:20:00,36.86147324894866,9.224731446856424,44.733515516500375,15.946229461381055,0.18876364818705527,0.2277528979999005,28.707269419186563,21.580645917984626
2022-12-01 00:30:00,42.35279051905246,9.964132812030888,34.89999371656872,15.626237764881932,0.1577713563718504,0.30262152060322794,44.170787610519234,46.36002582683217
2022-12-01 00:40:00,43.551663681704824,9.892372899861583,26.669236063177475,14.771425212980713,0.14661801879073344,0.2702864901783239,21.540072942283405,26.6137584558801
2022-12-01 00:50:00,43.33803678519196,12.260119006740277,24.315794599299906,16.19473903102662,0.22108252814176957,0.2487308442503017,33.97146091414747,54.01623442870171
2022-12-01 01:00:00,37.06155536917576,11.612437176079025,45.98441033416393,13.244831257033198,0.19243324583595525,0.18931135292209772,33.34464479462057,23.092652135683867
2022-12-01 01:10:00,44.35879860742851,9.211202000534898,46.080492368934465,15.450924206178794,0.18224824248721885,0.24751332973111312,35.747012504096105,38.87190846390574
2022-12-01 01:20:00,38.22703727495954,11.747276466748927,42.042191789925866,14.553930455156705,0.17032636639266127,0.2997640019836961,34.66542181568596,25.98571377158253
2022-12-01 01:30:00,48.34223433786081,8.333839774726599,27.820173928587923,16.135831484696357,0.20359785571415343,0.1793768747352592,29.736246240312333,33.594767083261296
2022-12-01 01:40:00,33.818945737846136,6.789051710880486,28.49220332503336,14.951806834977935,0.10347766966726298,0.3030215417699901,19.413169985197264,10.195337421062966
2022-12-01 01:50:00,36.34668614900237,8.443458916482296,38.3783939699533,15.779350566651784,0.20324290729212552,0.289791565654748,25.21182599216236,27.76311550048756
2022-12-01 02:00:00,44.89079273723335,13.426470496051824,43.18744829120923,14.877730021686288,0.13506489388531703,0.20909285929415672,38.61271825477567,33.5879577145913
2022-12-01 02:10:00,42.46028264553077,9.192062373540237,36.813868060048655,14.171151670159269,0.21178536678414045,0.1937672514037742,15.604904572189929,35.02562792047107
2022-12-01 02:20:00,44.090805924482744,13.36671698503064,35.12522878553344,14.467040749332925,0.21233674322301452,0.22488277328939893,33.503234653665764,19.156318883460507
2022-12-01 02:30:00,44.496553129253,8.159669175782705,31.649172303642278,12.995729223956504,0.1627449575604994,0.2955016626417569,16.477282054817966,39.09252365829824
2022-12-01 02:40:00,43.90458464045054,10.548531584026115,31.626966883132745,13.584739654744968,0.15707565451359856,0.2665440687611694,25.66154201113471,22.555724756598416
2022-12-01 02:50:00,46.51250173633362,13.149170583464949,42.768560548615085,14.122488456545502,0.21089613900380996,0.1955174281269283,37.968201824079195,23.315325284291777
2022-12-01 03:00:00,45.42541264609636,8.432382242406089,31.631082711532503,15.246483846956197,0.25758495287760863,0.2491839545636865,22.518717263588115,16.577291028214965
2022-12-01 03:10:00,38.62163266147125,10.15469781152,26.028980065260313,12.981965070271754,0.19146737501108055,0.2747614905039264,24.92170396695294,26.041676098364487
2022-12-01 03:20:00,46.13663424427785,8.287260943441067,23.772520805887822,14.394611403425142,0.16143480007442093,0.2220757266317501,30.2434671273991,14.551938045900108
2022-12-01 03:30:00,33.542774550313965,11.163276882781933,45.18867126727624,14.105686727594112,0.2216359285940379,0.29315936669276893,17.450728380652123,31.336561477961318
